cluster,predicted_category,model_score,model_std
NODE_32_length_121721_cov_8.357224_68,"DNA, RNA and nucleotide metabolism",0.99963605,
NODE_32_length_121721_cov_8.357224_69,unknown,0.9882554,
NODE_32_length_121721_cov_8.357224_74,unknown,0.89000976,0.0956331193447113
NODE_32_length_121721_cov_8.357224_78,"DNA, RNA and nucleotide metabolism",0.9635755,0.002330988645553589
NODE_32_length_121721_cov_8.357224_79,"DNA, RNA and nucleotide metabolism",0.9083919,0.08734983205795288
NODE_32_length_121721_cov_8.357224_82,unknown,0.63315845,0.20429885387420654
NODE_32_length_121721_cov_8.357224_87,unknown,0.97123384,
NODE_32_length_121721_cov_8.357224_9,other,0.9998623,
NODE_32_length_121721_cov_8.357224_92,unknown,0.6168994,0.16718414425849915
NODE_32_length_121721_cov_8.357224_93,tail,0.89761186,
NODE_32_length_121721_cov_8.357224_96,unknown,0.9866288,
NODE_32_length_121721_cov_8.357224_97,unknown,0.98828995,
NODE_32_length_121721_cov_8.357224_99,other,0.64493626,0.05353178083896637
NODE_33000_length_4631_cov_2.363418_1,unknown,0.9339231,0.05374544858932495
NODE_33202_length_4670_cov_5.669989_4,unknown,0.984275,0.014766818843781948
NODE_33202_length_4670_cov_5.669989_6,unknown,0.9935461,
NODE_3329_length_15353_cov_7.471500_1,unknown,0.83172965,0.06849047541618347
NODE_3329_length_15353_cov_7.471500_10,"DNA, RNA and nucleotide metabolism",0.9996092,
NODE_3329_length_15353_cov_7.471500_11,"DNA, RNA and nucleotide metabolism",0.5725403,
NODE_3329_length_15353_cov_7.471500_12,unknown,0.94812167,
NODE_3329_length_15353_cov_7.471500_13,unknown,0.92979723,
NODE_3329_length_15353_cov_7.471500_14,transcription regulation,0.9997749,
NODE_3329_length_15353_cov_7.471500_15,unknown,0.9793312,
NODE_3329_length_15353_cov_7.471500_17,other,0.99730283,
NODE_3329_length_15353_cov_7.471500_18,other,0.9798997,
NODE_3329_length_15353_cov_7.471500_3,unknown,0.93636715,0.0
NODE_3329_length_15353_cov_7.471500_5,unknown,0.66675097,0.09040337800979614
NODE_3329_length_15353_cov_7.471500_7,unknown,0.96088976,0.004354119300842285
NODE_3338_length_26820_cov_21.364805_1,unknown,0.9928792,
NODE_3338_length_26820_cov_21.364805_25,unknown,0.6281868,7.456538924088818e-07
NODE_3338_length_26820_cov_21.364805_26,unknown,0.60545665,1.1920928955078125e-07
NODE_3338_length_26820_cov_21.364805_28,lysis,0.63758993,2.235372903669486e-06
NODE_3338_length_26820_cov_21.364805_29,unknown,0.9614061,0.003924936056137085
NODE_3338_length_26820_cov_21.364805_4,unknown,0.99210125,
NODE_333_length_34080_cov_6.639794_8,unknown,0.74853134,
NODE_3341_length_9949_cov_16.477663_11,"DNA, RNA and nucleotide metabolism",0.8610971,0.11808615922927856
NODE_33477_length_2593_cov_4.132782_3,unknown,0.92788756,
NODE_3352_length_16935_cov_10.101718_23,head and packaging,0.8033303,
NODE_33593_length_3598_cov_3.134067_1,head and packaging,0.8220631,
NODE_33593_length_3598_cov_3.134067_2,head and packaging,0.7351479,0.21628639101982117
NODE_33593_length_3598_cov_3.134067_4,head and packaging,0.4914281,
NODE_33593_length_3598_cov_3.134067_5,head and packaging,0.9946554,0.0003878474235534668
NODE_3362_length_14959_cov_8.391640_4,unknown,0.9873263,0.008781561627984047
NODE_3362_length_14959_cov_8.391640_5,unknown,0.99685025,0.00036179489688947797
NODE_3362_length_14959_cov_8.391640_6,unknown,0.93501383,0.012127766385674477
NODE_33634_length_4379_cov_2.791859_1,head and packaging,0.9974386,
NODE_33634_length_4379_cov_2.791859_4,unknown,0.9808038,
NODE_33634_length_4379_cov_2.791859_5,unknown,0.53666806,
NODE_33634_length_4379_cov_2.791859_6,unknown,0.9562025,
NODE_33634_length_4379_cov_2.791859_7,unknown,0.95424235,
NODE_3376_length_17187_cov_5.586388_10,unknown,0.49533674,
NODE_3376_length_17187_cov_5.586388_13,unknown,0.9448491,
NODE_3376_length_17187_cov_5.586388_14,unknown,0.8149128,0.14462612569332123
NODE_3376_length_17187_cov_5.586388_15,unknown,0.60456467,0.21622732281684875
NODE_3376_length_17187_cov_5.586388_20,tail,0.9997874,0.00015915899712126702
NODE_33807_length_3604_cov_3.957171_1,unknown,0.9336711,
NODE_3389_length_9345_cov_3.169645_2,head and packaging,0.9865627,
NODE_3400_length_14857_cov_8.778746_12,other,0.80379087,0.051795899868011475
NODE_3400_length_14857_cov_8.778746_16,unknown,0.9902935,
NODE_3400_length_14857_cov_8.778746_9,"moron, auxiliary metabolic gene and host takeover",0.8692155,
NODE_3409_length_26369_cov_6.983165_6,unknown,0.96289825,
NODE_340_length_130755_cov_5.380620_101,unknown,0.36800748,
NODE_340_length_130755_cov_5.380620_102,unknown,0.66321796,0.2173309326171875
NODE_340_length_130755_cov_5.380620_104,other,0.99533975,
NODE_340_length_130755_cov_5.380620_107,unknown,0.8113189,
NODE_340_length_130755_cov_5.380620_109,unknown,0.98702455,
NODE_340_length_130755_cov_5.380620_112,unknown,0.93297553,
NODE_340_length_130755_cov_5.380620_119,"DNA, RNA and nucleotide metabolism",0.95712733,0.002544611692428589
NODE_340_length_130755_cov_5.380620_125,unknown,0.5459286,
NODE_340_length_130755_cov_5.380620_129,unknown,0.18125904,
NODE_340_length_130755_cov_5.380620_130,unknown,0.9163127,0.05768261104822159
NODE_340_length_130755_cov_5.380620_131,head and packaging,0.9111402,0.03707882761955261
NODE_340_length_130755_cov_5.380620_133,unknown,0.9775326,
NODE_340_length_130755_cov_5.380620_134,unknown,0.9910862,
NODE_340_length_130755_cov_5.380620_135,unknown,0.9711856,
NODE_340_length_130755_cov_5.380620_136,unknown,0.9988962,
NODE_340_length_130755_cov_5.380620_137,unknown,0.99939525,0.00016036629676818848
NODE_340_length_130755_cov_5.380620_138,unknown,0.8246638,
NODE_340_length_130755_cov_5.380620_139,unknown,0.9774464,
NODE_340_length_130755_cov_5.380620_141,unknown,0.9924109,
NODE_340_length_130755_cov_5.380620_142,"moron, auxiliary metabolic gene and host takeover",0.8000728,0.04229643940925598
NODE_340_length_130755_cov_5.380620_143,other,0.7894391,
NODE_340_length_130755_cov_5.380620_148,unknown,0.77442104,
NODE_340_length_130755_cov_5.380620_149,unknown,0.9663811,
NODE_340_length_130755_cov_5.380620_17,unknown,0.659419,0.1871456503868103
NODE_340_length_130755_cov_5.380620_18,"DNA, RNA and nucleotide metabolism",0.99981856,0.0002011276810662821
NODE_340_length_130755_cov_5.380620_2,unknown,0.98030454,
NODE_340_length_130755_cov_5.380620_22,head and packaging,0.9118179,
NODE_340_length_130755_cov_5.380620_26,tail,0.9615125,
NODE_340_length_130755_cov_5.380620_29,"moron, auxiliary metabolic gene and host takeover",0.73173034,0.17370015382766724
NODE_340_length_130755_cov_5.380620_3,unknown,0.9900726,
NODE_340_length_130755_cov_5.380620_31,tail,0.9706454,
NODE_340_length_130755_cov_5.380620_34,tail,0.9214871,0.029172031208872795
NODE_340_length_130755_cov_5.380620_37,connector,0.94086695,
NODE_340_length_130755_cov_5.380620_38,unknown,0.39371002,0.1293424814939499
NODE_340_length_130755_cov_5.380620_4,"DNA, RNA and nucleotide metabolism",0.982188,0.000557631254196167
NODE_340_length_130755_cov_5.380620_43,tail,0.9996948,
NODE_340_length_130755_cov_5.380620_44,unknown,0.24674821,
NODE_340_length_130755_cov_5.380620_45,tail,0.8124493,0.07664480060338974
NODE_340_length_130755_cov_5.380620_46,unknown,0.8303272,
NODE_340_length_130755_cov_5.380620_47,tail,0.60067666,
NODE_340_length_130755_cov_5.380620_48,unknown,0.9961623,
NODE_340_length_130755_cov_5.380620_49,unknown,0.98501956,
NODE_340_length_130755_cov_5.380620_50,unknown,0.7091255,0.15078315138816833
NODE_340_length_130755_cov_5.380620_58,"DNA, RNA and nucleotide metabolism",0.8936416,0.10671227425336838
NODE_340_length_130755_cov_5.380620_59,"DNA, RNA and nucleotide metabolism",0.67854106,
NODE_340_length_130755_cov_5.380620_6,unknown,0.9541414,
NODE_340_length_130755_cov_5.380620_61,other,0.9195955,
NODE_340_length_130755_cov_5.380620_62,other,0.5272694,0.148031085729599
NODE_340_length_130755_cov_5.380620_66,unknown,0.996014,
NODE_340_length_130755_cov_5.380620_7,unknown,0.8450377,
NODE_340_length_130755_cov_5.380620_70,"moron, auxiliary metabolic gene and host takeover",0.9869758,0.0020828545093536377
NODE_340_length_130755_cov_5.380620_74,unknown,0.82586896,
NODE_340_length_130755_cov_5.380620_76,other,0.98741794,0.005508542060852051
NODE_340_length_130755_cov_5.380620_8,unknown,0.9916755,
NODE_340_length_130755_cov_5.380620_83,unknown,0.9840752,0.00016379356384277344
NODE_340_length_130755_cov_5.380620_86,other,0.92838866,
NODE_340_length_130755_cov_5.380620_9,"DNA, RNA and nucleotide metabolism",0.8802831,
NODE_3411_length_23521_cov_4.659678_15,unknown,0.29391122,0.0011746138334274292
NODE_3411_length_23521_cov_4.659678_16,other,0.9919716,0.0014972090721130371
NODE_3411_length_23521_cov_4.659678_26,"moron, auxiliary metabolic gene and host takeover",0.68421006,0.03640860319137573
NODE_3416_length_22025_cov_17.995221_1,unknown,0.98088,0.002277587540447712
NODE_3416_length_22025_cov_17.995221_10,"DNA, RNA and nucleotide metabolism",0.47454724,2.0457509890547954e-06
NODE_3416_length_22025_cov_17.995221_11,"DNA, RNA and nucleotide metabolism",0.99426377,0.004888204857707024
NODE_3416_length_22025_cov_17.995221_12,unknown,0.9872285,
NODE_3416_length_22025_cov_17.995221_14,"moron, auxiliary metabolic gene and host takeover",0.9203269,1.3081374845569371e-06
NODE_3416_length_22025_cov_17.995221_15,"DNA, RNA and nucleotide metabolism",0.5541121,
NODE_3416_length_22025_cov_17.995221_16,unknown,0.9155626,
NODE_3416_length_22025_cov_17.995221_17,unknown,0.8501679,
NODE_3416_length_22025_cov_17.995221_18,unknown,0.9870073,
NODE_3416_length_22025_cov_17.995221_19,unknown,0.98761344,
NODE_3416_length_22025_cov_17.995221_2,tail,0.95967966,0.013387680053710938
NODE_3416_length_22025_cov_17.995221_23,"DNA, RNA and nucleotide metabolism",0.9993509,0.00036496485699899495
NODE_3416_length_22025_cov_17.995221_24,"DNA, RNA and nucleotide metabolism",0.9998596,
NODE_3416_length_22025_cov_17.995221_27,unknown,0.99947065,
NODE_3416_length_22025_cov_17.995221_28,unknown,0.9992884,0.0001621246337890625
NODE_3416_length_22025_cov_17.995221_29,unknown,0.9773394,0.0056991055607795715
NODE_3416_length_22025_cov_17.995221_30,unknown,0.97327834,
NODE_3416_length_22025_cov_17.995221_4,"DNA, RNA and nucleotide metabolism",0.99950397,0.0
NODE_3416_length_22025_cov_17.995221_8,head and packaging,0.9988354,0.001640808884985745
NODE_3416_length_22025_cov_17.995221_9,head and packaging,0.9999998,5.960464477539063e-08
NODE_3424_length_16603_cov_5.486101_1,tail,0.9982988,
NODE_3424_length_16603_cov_5.486101_15,unknown,0.9590284,
NODE_3424_length_16603_cov_5.486101_16,unknown,0.7945943,
NODE_3424_length_16603_cov_5.486101_17,unknown,0.9936648,0.0025624632835388184
NODE_3424_length_16603_cov_5.486101_20,unknown,0.99386203,
NODE_3424_length_16603_cov_5.486101_22,"DNA, RNA and nucleotide metabolism",0.49725294,0.29201215505599976
NODE_3424_length_16603_cov_5.486101_23,unknown,0.8564255,0.13100716471672058
NODE_3424_length_16603_cov_5.486101_24,tail,0.89572465,
NODE_3424_length_16603_cov_5.486101_9,head and packaging,0.7409169,0.12600775063037872
NODE_3425_length_15370_cov_10.928893_1,unknown,0.99695456,
NODE_3425_length_15370_cov_10.928893_13,"DNA, RNA and nucleotide metabolism",0.44405994,0.007786588743329048
NODE_3425_length_15370_cov_10.928893_13,other,0.55381745,0.008605796843767166
NODE_3425_length_15370_cov_10.928893_2,unknown,0.9908421,
NODE_3427_length_18908_cov_8.381955_1,"DNA, RNA and nucleotide metabolism",0.9995578,0.0
NODE_3427_length_18908_cov_8.381955_2,unknown,0.6765537,0.3382716476917267
NODE_3438_length_23121_cov_4.156811_18,tail,0.7847853,0.021001288667321205
NODE_3438_length_23121_cov_4.156811_24,unknown,0.54475284,0.05991286039352417
NODE_34404_length_3541_cov_6.197935_4,unknown,0.96652883,
NODE_3445_length_22418_cov_5.911461_1,tail,0.95637333,
NODE_3445_length_22418_cov_5.911461_18,head and packaging,0.9977371,0.0020047849975526333
NODE_3445_length_22418_cov_5.911461_2,tail,0.97859794,
NODE_3445_length_22418_cov_5.911461_20,head and packaging,0.9944819,
NODE_3445_length_22418_cov_5.911461_22,head and packaging,0.9921961,
NODE_3445_length_22418_cov_5.911461_23,head and packaging,0.98990613,
NODE_3445_length_22418_cov_5.911461_3,tail,0.98012125,
NODE_3445_length_22418_cov_5.911461_4,unknown,0.50293326,
NODE_3446_length_18057_cov_21.839462_12,unknown,0.9574775,
NODE_3446_length_18057_cov_21.839462_13,other,0.64379334,0.12784302234649658
NODE_3446_length_18057_cov_21.839462_14,other,0.9989465,0.0006384685984812677
NODE_3446_length_18057_cov_21.839462_2,unknown,0.88676095,2.107342425006209e-07
NODE_34596_length_3550_cov_4.064092_2,other,0.8981036,0.03917548432946205
NODE_34596_length_3550_cov_4.064092_5,unknown,0.9953654,0.0028623640537261963
NODE_3467_length_18229_cov_4.802245_1,unknown,0.99385995,
NODE_3467_length_18229_cov_4.802245_17,unknown,0.700132,0.26984480023384094
NODE_3467_length_18229_cov_4.802245_2,transcription regulation,0.3917405,
NODE_3467_length_18229_cov_4.802245_4,tail,0.5984442,
NODE_3467_length_25541_cov_5.261634_2,tail,0.87989646,
NODE_3467_length_25541_cov_5.261634_26,unknown,0.9961808,0.0005951523780822754
NODE_3467_length_25541_cov_5.261634_27,unknown,0.93648267,
NODE_3467_length_25541_cov_5.261634_3,tail,0.56715745,
NODE_3468_length_8004_cov_5.562209_1,unknown,0.09906999,
NODE_3468_length_8004_cov_5.562209_2,unknown,0.9855914,
NODE_34804_length_3694_cov_1.901896_1,unknown,0.96547604,
NODE_34804_length_3694_cov_1.901896_2,head and packaging,0.45045552,
NODE_348_length_127810_cov_8.831537_1,"DNA, RNA and nucleotide metabolism",0.72189546,
NODE_348_length_127810_cov_8.831537_10,"DNA, RNA and nucleotide metabolism",0.27949446,0.12763181328773499
NODE_348_length_127810_cov_8.831537_103,"DNA, RNA and nucleotide metabolism",0.9996848,0.0001614391803741455
NODE_348_length_127810_cov_8.831537_11,unknown,0.7956644,
NODE_348_length_127810_cov_8.831537_110,unknown,0.98963183,0.0036691867280751467
NODE_348_length_127810_cov_8.831537_111,unknown,0.96627164,0.014346658252179623
NODE_348_length_127810_cov_8.831537_112,unknown,0.515647,
NODE_348_length_127810_cov_8.831537_114,"moron, auxiliary metabolic gene and host takeover",0.7961075,
NODE_348_length_127810_cov_8.831537_116,unknown,0.95155525,0.02280724048614502
NODE_348_length_127810_cov_8.831537_12,unknown,0.8923945,
NODE_348_length_127810_cov_8.831537_19,unknown,0.9027556,
NODE_348_length_127810_cov_8.831537_20,unknown,0.98628986,0.0024159252643585205
NODE_348_length_127810_cov_8.831537_21,other,0.98728025,0.004390216898173094
NODE_348_length_127810_cov_8.831537_24,"moron, auxiliary metabolic gene and host takeover",0.99982834,6.81579185766168e-05
NODE_348_length_127810_cov_8.831537_25,"moron, auxiliary metabolic gene and host takeover",0.79418904,
NODE_348_length_127810_cov_8.831537_26,"moron, auxiliary metabolic gene and host takeover",0.98340833,
NODE_348_length_127810_cov_8.831537_27,other,0.96887046,
NODE_348_length_127810_cov_8.831537_30,"DNA, RNA and nucleotide metabolism",0.99658096,0.001632406492717564
NODE_348_length_127810_cov_8.831537_31,"DNA, RNA and nucleotide metabolism",0.99104255,0.004371093586087227
NODE_348_length_127810_cov_8.831537_34,unknown,0.9827413,
NODE_348_length_127810_cov_8.831537_35,unknown,0.7429549,
NODE_348_length_127810_cov_8.831537_36,unknown,0.84845734,0.05144283175468445
NODE_348_length_127810_cov_8.831537_37,unknown,0.83140385,
NODE_348_length_127810_cov_8.831537_39,"moron, auxiliary metabolic gene and host takeover",0.95200706,0.007333844900131226
NODE_348_length_127810_cov_8.831537_40,other,0.83360404,
NODE_348_length_127810_cov_8.831537_41,"moron, auxiliary metabolic gene and host takeover",0.8917678,
NODE_348_length_127810_cov_8.831537_42,"moron, auxiliary metabolic gene and host takeover",0.88791174,
NODE_348_length_127810_cov_8.831537_43,unknown,0.6546734,
NODE_348_length_127810_cov_8.831537_44,"moron, auxiliary metabolic gene and host takeover",0.9646811,
NODE_348_length_127810_cov_8.831537_45,"moron, auxiliary metabolic gene and host takeover",0.95958537,
NODE_348_length_127810_cov_8.831537_46,unknown,0.4576144,
NODE_348_length_127810_cov_8.831537_47,other,0.9978509,
NODE_348_length_127810_cov_8.831537_48,"moron, auxiliary metabolic gene and host takeover",0.9619103,
NODE_348_length_127810_cov_8.831537_49,unknown,0.9479716,
NODE_348_length_127810_cov_8.831537_50,unknown,0.20494242,
NODE_348_length_127810_cov_8.831537_51,other,0.76866746,
NODE_348_length_127810_cov_8.831537_52,other,0.99987733,
NODE_348_length_127810_cov_8.831537_53,"moron, auxiliary metabolic gene and host takeover",0.9194425,
NODE_348_length_127810_cov_8.831537_54,other,0.8255161,
NODE_348_length_127810_cov_8.831537_55,unknown,0.058452405,
NODE_348_length_127810_cov_8.831537_56,"DNA, RNA and nucleotide metabolism",0.2957719,
NODE_348_length_127810_cov_8.831537_58,other,0.8835716,0.13230128586292267
NODE_348_length_127810_cov_8.831537_6,unknown,0.85623163,
NODE_348_length_127810_cov_8.831537_60,"moron, auxiliary metabolic gene and host takeover",0.7391891,0.24986983835697174
NODE_348_length_127810_cov_8.831537_63,unknown,0.873273,
NODE_348_length_127810_cov_8.831537_64,"DNA, RNA and nucleotide metabolism",0.9903785,0.006096448749303818
NODE_348_length_127810_cov_8.831537_67,unknown,0.9806825,
NODE_348_length_127810_cov_8.831537_69,tail,0.4711333,
NODE_348_length_127810_cov_8.831537_7,unknown,0.9910908,
NODE_348_length_127810_cov_8.831537_70,unknown,0.2569262,
NODE_348_length_127810_cov_8.831537_71,unknown,0.97816133,
NODE_348_length_127810_cov_8.831537_74,tail,0.9984541,
NODE_348_length_127810_cov_8.831537_75,unknown,0.6837018,0.0893377885222435
NODE_348_length_127810_cov_8.831537_77,unknown,0.65741193,0.11585399508476257
NODE_348_length_127810_cov_8.831537_8,unknown,0.85720205,0.047462351620197296
NODE_348_length_127810_cov_8.831537_80,connector,0.9710632,
NODE_348_length_127810_cov_8.831537_82,unknown,0.86880666,
NODE_348_length_127810_cov_8.831537_83,unknown,0.95762527,
NODE_348_length_127810_cov_8.831537_84,tail,0.977168,0.009730398654937744
NODE_348_length_127810_cov_8.831537_85,"DNA, RNA and nucleotide metabolism",0.25489786,0.13866201043128967
NODE_348_length_127810_cov_8.831537_86,unknown,0.5528276,0.20006531476974487
NODE_348_length_127810_cov_8.831537_89,unknown,0.90829587,
NODE_348_length_127810_cov_8.831537_90,unknown,0.9656349,0.013550995849072933
NODE_348_length_127810_cov_8.831537_92,tail,0.9319287,
NODE_348_length_127810_cov_8.831537_93,unknown,0.85445994,0.06715483218431473
NODE_348_length_127810_cov_8.831537_99,head and packaging,0.99128366,0.009300808422267437
NODE_348_length_43194_cov_5.002921_1,head and packaging,0.8527028,
NODE_348_length_43194_cov_5.002921_12,"DNA, RNA and nucleotide metabolism",0.9986197,0.00034677982330322266
NODE_348_length_43194_cov_5.002921_2,head and packaging,0.9926923,
NODE_348_length_43194_cov_5.002921_23,unknown,0.98829156,
NODE_348_length_43194_cov_5.002921_26,unknown,0.9997684,0.00015024948515929282
NODE_348_length_43194_cov_5.002921_28,unknown,0.66551864,0.08991160988807678
